Country,sdg1_wpc,sdg1_320pov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_trophic,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_earlyedu,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_science,sdg4_resil,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg5_unpaid,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_wastewat,sdg6_scarcew,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_ren,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_impacc,sdg8_empop,sdg8_yneet,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_qs,sdg9_articles,sdg9_rdex,sdg9_rdres,sdg9_patents,sdg9_netacc,sdg9_womensci,sdg10_adjgini,sdg10_palma,sdg10_elder,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg11_rentover,sdg12_msw,sdg12_ewaste,sdg12_so2prod,sdg12_so2import,sdg12_prodnitro,sdg12_reacnitro,sdg12_mswrecycl,sdg13_co2pc,sdg13_co2import,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg14_biomar,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_detain,sdg16_safe,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy,sdg17_sprofit
Iceland,0.16,0.19,5.4,2.5,2.58,0.7,21.900000000000002,2.583,,0.638,,4.0,1.0,2.0,2.7,0.05,9.1,9.0,6.6000000000000005,82.4,6.269,97.9,91.0,84.0,7.476,,14.5,8.6,98.982,98.982,,94.20400000000001,47.014,481.333,8.922,24.984,18.644000000000002,,96.85000000000001,89.515,38.1,11.5,,100.0,98.782,0.4,15.483,40.919000000000004,100.0,81.758,100.0,100.0,0.115,88.68,1.923,2.114,,2.842,1.998,85.075,6.054,99.011,125.07600000000001,3.186,44.525,2.0220000000000002,2.179,10.318,6.993,4.915,,29.703,0.89,3.0,6.481,99.0,64.072,18.02,4.539,22.6,344.945,29.675,34.553,17.976,1.372,7.835,4.506,0.0,18.13,14.596,79.29,58.28,70.288,0.0,15.029,33.923,0.86,,0.425,0.9,10.633000000000001,83.98100000000001,5.923,100.0,78.0,0.0,0.0,14.71,39.104,14.218,0.28,,0.0,57.375,0.521
Slovak Republic,0.89,1.19,8.5,3.4,2.58,0.7,20.5,2.403,4.856,0.451,48.92,5.0,2.8000000000000003,5.6000000000000005,5.8,0.02,17.2,34.0,6.1000000000000005,77.4,25.684,98.5,96.0,77.0,6.235,1.9000000000000001,16.9,22.900000000000002,94.842,94.842,,82.325,37.209,469.333,18.514,29.302,19.295,75.10000000000001,98.425,78.33,20.0,15.700000000000001,,99.788,97.938,2.3000000000000003,43.68,16.439,99.788,82.52,100.0,96.58,1.244,8.89,-0.28200000000000003,2.936,84.182,5.561,0.6980000000000001,68.425,15.148,80.66,85.982,3.0,16.4,0.976,0.881,6.751,1.571,28.467000000000002,33.896,33.927,0.78,4.4,17.563,97.159,59.01,3.844,1.669,12.3,80.121,9.307,39.12,7.368,0.721,5.892,1.672,63.985,18.13,,,,,0.121,82.70100000000001,81.482,0.963,0.002,1.4040000000000001,1.5,14.933,67.509,4.413,100.0,50.0,0.0,0.252,23.580000000000002,192.327,9.591000000000001,0.13,,52.95,50.925000000000004,0.85
Chile,0.19,0.9400000000000001,16.5,2.7,1.8,0.3,28.0,2.327,6.781000000000001,0.782,,13.0,4.9,7.2,18.0,0.27,12.4,25.0,12.5,79.5,41.052,99.7,93.0,70.0,6.436,2.0,19.7,24.5,97.433,97.433,99.009,93.59700000000001,33.726,437.66700000000003,14.112,35.344,22.086000000000002,86.3,97.17,68.922,22.580000000000002,12.5,,99.833,100.0,9.0,71.856,5.047,98.639,77.465,100.0,92.28,1.129,27.55,-1.182,0.778,74.349,7.09,0.291,62.615,18.41,82.327,91.577,3.21,39.367,0.38,0.362,1.101,0.54,7.464,16.173000000000002,51.528,2.5500000000000003,17.6,21.036,99.0,58.107,13.907,1.121,8.700000000000001,66.433,4.127,27.526,3.786,1.188,4.564,0.673,112.171,-0.07,24.831,93.81,41.49,2.321,0.038,34.802,33.243,0.752,0.036000000000000004,1.118,4.3,31.3,47.385,5.2940000000000005,99.4,67.0,6.6000000000000005,0.0,25.650000000000002,231.304,10.331,,,0.0,55.788000000000004,5.295
Hungary,0.47000000000000003,0.73,8.0,2.5,2.58,0.7,26.400000000000002,2.418,5.779,0.353,64.401,12.0,2.3000000000000003,4.3,6.4,0.02,23.0,39.0,7.8,76.0,23.979,99.2,99.0,74.0,6.0,3.0,21.6,25.8,95.546,95.546,98.8,87.08500000000001,30.577,479.333,21.165,24.104,22.744,75.60000000000001,96.694,74.54,12.06,9.4,131.4,100.0,97.991,7.2,53.76,7.955,89.57300000000001,95.679,100.0,100.0,1.468,10.6,0.728,3.67,74.94500000000001,3.399,0.432,70.125,13.499,76.074,67.806,3.271,32.5,0.6900000000000001,1.355,6.813,3.419,50.482,29.193,35.822,1.04,4.9,15.926,99.0,63.073,8.901,1.471,13.8,38.171,5.889,32.756,3.384,0.661,4.8100000000000005,1.084,266.343,5.88,,,,,0.028,83.14,84.897,0.93,0.01,0.438,2.5,20.05,63.165,3.967,100.0,44.0,0.0,0.0,30.44,178.389,9.561,0.11,,69.098,53.800000000000004,3.665
Italy,1.4000000000000001,1.78,13.9,2.5,2.58,0.7,19.900000000000002,2.416,5.171,0.586,58.941,2.0,2.0,3.0,7.0,0.05,9.5,15.0,5.6000000000000005,82.8,5.24,99.9,93.0,82.0,6.445,2.6,7.6000000000000005,19.900000000000002,97.62,97.62,99.93,93.895,27.727,477.0,8.532,25.879,27.406,68.2,95.238,68.708,35.71,5.6000000000000005,175.6,99.443,98.772,30.1,58.75,25.787,95.04,96.208,100.0,100.0,1.145,17.85,0.215,2.431,93.785,9.887,0.988,59.050000000000004,23.863,74.387,89.886,3.853,56.833,1.175,1.36,5.524,12.812,47.448,,38.828,1.3,9.700000000000001,16.751,97.491,34.44,9.091,1.937,18.900000000000002,38.704,8.192,37.304,10.059000000000001,0.619,5.389,1.334,8.177,20.46,73.762,49.980000000000004,75.104,51.782000000000004,0.301,77.851,84.69,0.902,0.005,3.532,0.7000000000000001,18.1,68.32900000000001,4.3790000000000004,100.0,53.0,0.0,1.035,24.98,100.497,10.483,0.3,,50.546,50.375,23.997
United States,0.54,0.72,17.8,2.5,2.1,0.5,36.2,2.454,8.281,0.321,77.58200000000001,19.0,3.5,6.5,3.0,0.12,14.6,13.0,12.4,78.5,19.86,99.10000000000001,92.0,84.0,6.944,6.3,21.7,10.5,100.0,100.0,,91.2,49.374,495.0,12.284,18.642,38.614000000000004,77.2,100.746,82.117,23.78,18.900000000000002,96.0,99.269,99.97,30.6,58.89,18.337,99.002,89.967,100.0,100.0,1.173,7.7700000000000005,0.0,1.26,93.122,3.682,1.372,71.358,12.686,87.266,144.808,4.045,94.133,1.293,2.802,9.225,38.311,29.09,28.595,46.08,1.76,23.1,7.409,99.0,64.029,11.943,2.63,19.400000000000002,51.036,11.289,53.969,8.372,1.317,15.258000000000001,1.903,869.023,0.81,61.382,72.55,29.776,44.365,0.455,48.293,33.283,0.836,0.045,3.741,5.3,23.400000000000002,74.533,5.5600000000000005,100.0,69.0,0.0,3.223,25.69,671.0740000000001,15.252,0.18,,43.212,69.971,113.739
Malta,0.13,0.16,,2.5,2.58,0.7,28.900000000000002,2.305,4.798,0.892,,6.0,4.7,7.0,14.0,,10.8,20.0,6.1000000000000005,81.5,12.879,99.8,96.0,82.0,6.7330000000000005,,,,99.538,100.443,99.301,,,,,,,74.8,94.828,65.542,13.43,,,100.0,99.956,52.300000000000004,100.0,39.235,,,100.0,100.0,0.974,,1.49,,97.363,3.473,1.437,,,81.658,104.336,2.9,31.75,0.961,0.549,,,,,29.613,,,13.91,99.0,60.322,,1.803,15.5,555.76,16.999,34.337,17.359,,6.279,2.778,0.0,,98.916,41.11,12.46,93.643,0.08700000000000001,99.276,,0.883,,1.08,0.9,27.900000000000002,74.461,5.095,100.0,54.0,,1.135,29.740000000000002,,10.879,0.21,,73.514,,
Serbia,0.12,0.42,,5.7,6.0,3.9,21.5,2.348,3.968,0.482,,12.0,3.4,5.5,17.0,0.02,19.1,62.0,7.4,76.3,14.706,98.4,92.0,65.0,5.936,,,,94.551,97.976,99.72,,,,,,,38.7,92.241,75.34400000000001,37.65,,,85.522,97.56700000000001,5.2,1.746,9.365,,,100.0,76.41,1.342,,-0.079,3.335,71.441,12.686,0.539,,,73.361,66.017,2.6,22.45,0.514,0.93,,,,,33.788000000000004,,,24.726,97.02,46.374,,1.026,7.1000000000000005,15.245000000000001,13.904,21.577,3.833,,5.708,0.41100000000000003,10.454,,,,,,0.798,29.53,31.5,0.9580000000000001,0.001,3.84,1.1,15.6,77.802,3.914,99.4,39.0,9.5,0.248,31.18,,8.939,,32.845,0.0,,
Cyprus,0.06,0.08,,5.6000000000000005,2.58,0.7,21.8,2.378,2.009,1.072,,6.0,1.4000000000000001,2.4,5.4,,11.3,20.0,5.1000000000000005,80.7,4.582,97.4,90.0,78.0,6.276,,,,97.493,97.613,99.821,,,,,,,,98.361,85.498,19.64,,,99.613,99.152,29.8,50.0,42.086,,,100.0,100.0,1.346,,2.189,4.225,88.71600000000001,7.274,1.317,,,84.434,111.20100000000001,2.892,43.1,1.047,0.5660000000000001,,,,,33.95,,,17.294,99.0,49.77,,1.866,19.1,193.091,16.582,27.322,10.912,,5.476,2.511,0.0,,39.22,58.63,25.134,,0.294,66.07300000000001,,0.983,0.131,1.282,0.6,26.3,73.59,4.971,100.0,58.0,,0.0,21.740000000000002,,9.195,0.09,,71.129,,
Costa Rica,0.75,1.8800000000000001,,4.8,5.6000000000000005,1.0,25.7,2.3970000000000002,4.187,1.09,,27.0,5.9,8.8,10.0,0.21,11.5,23.0,16.7,79.60000000000001,53.46,90.0,94.0,77.0,6.998,,,,97.333,70.299,99.43,,,,,,,89.10000000000001,103.529,61.622,45.61,,,99.702,97.818,4.7,9.746,4.7700000000000005,,,99.60000000000001,93.45,0.676,,-1.118,1.25,67.83800000000001,11.854000000000001,0.522,,,74.087,97.19,2.494,31.75,0.101,0.458,,,,,50.414,,,15.726,99.0,76.153,,1.018,9.700000000000001,31.661,4.883,14.674,4.803,,1.774,0.796,,,54.898,72.57000000000001,25.129,16.318,0.248,41.723,0.0,0.8160000000000001,0.156,1.633,12.3,20.6,47.798,4.9670000000000005,99.60000000000001,56.0,4.1,0.0,12.24,,12.746,,25.243000000000002,0.0,,
Lithuania,0.64,1.08,17.3,2.5,2.58,0.7,26.3,2.488,4.23,0.49,45.647,8.0,2.1,4.0,44.0,,20.7,34.0,8.0,75.0,10.854000000000001,100.0,92.0,73.0,6.309,2.25,40.0,20.3,100.0,100.0,99.85600000000001,99.871,55.581,479.66700000000003,12.535,22.185,26.446,72.60000000000001,100.0,84.596,24.11,12.5,140.3,97.542,93.354,19.900000000000002,51.389,21.511,92.043,91.311,100.0,100.0,3.5100000000000002,19.31,2.736,5.798,82.884,6.352,0.64,72.97500000000001,10.495000000000001,79.723,98.552,2.73,19.333000000000002,0.809,0.892,6.404,1.049,41.273,29.718,44.161,1.61,28.2,11.853,99.0,44.066,4.4590000000000005,1.83,13.4,94.113,11.862,48.649,7.987,0.527,4.8500000000000005,1.758,0.001,,67.29,45.07,,4.208,0.126,90.471,95.19800000000001,0.989,0.0,0.768,4.5,9.133000000000001,69.011,4.719,100.0,60.0,0.0,2.174,22.06,228.339,8.385,0.13,,54.827,50.300000000000004,
Australia,0.52,0.63,12.4,2.5,2.0,0.0,29.0,2.468,2.674,0.631,47.685,6.0,2.3000000000000003,3.7,6.6000000000000005,0.04,9.1,8.0,5.6000000000000005,82.9,11.715,99.7,95.0,87.0,7.234,2.4,8.9,12.4,100.0,100.0,,86.443,51.393,499.0,10.028,18.86,35.294000000000004,83.10000000000001,100.794,84.706,30.46,11.700000000000001,139.4,99.97,99.991,6.2,92.7,17.874,100.0,75.64,100.0,100.0,1.573,6.88,0.033,0.648,99.519,5.268,2.355,74.322,10.842,86.545,129.6,3.968,73.06700000000001,2.153,1.923,9.034,13.488,57.0,27.635,36.925000000000004,1.3,23.7,8.55,92.372,56.620000000000005,9.933,1.716,23.6,144.601,15.237,105.361,9.006,0.8320000000000001,14.765,2.958,45100.472,2.6,65.995,80.26,73.685,28.267,0.781,52.671,36.633,0.8220000000000001,0.033,2.682,0.8,31.567,64.311,6.067,100.0,77.0,0.0,0.401,16.55,168.508,11.591000000000001,0.23,,0.0,50.088,15.187000000000001
Romania,0.13,0.85,,2.5,12.8,3.5,22.5,2.331,5.223,0.452,,19.0,3.4,7.3,68.0,0.04,21.400000000000002,59.0,10.3,75.2,36.211,95.2,86.0,74.0,6.13,,,,82.22800000000001,89.042,99.429,,,,,,,46.5,93.805,70.75,21.88,,,100.0,84.31,6.0,30.353,5.604,,,100.0,85.88,1.159,,4.402,4.323,57.752,3.976,0.242,,,70.681,87.97200000000001,2.907,22.267,0.53,0.503,,,,,45.767,,,14.611,89.808,57.489000000000004,,1.268,11.6,29.400000000000002,3.279,41.315,2.203,,3.501,0.577,7.283,,99.311,58.09,,70.304,0.018000000000000002,77.291,65.943,0.9490000000000001,0.002,0.53,1.5,6.067,59.963,4.644,,44.0,0.9,0.0,25.67,,6.868,,28.647000000000002,55.606,,
Bulgaria,1.27,2.0100000000000002,,3.6,8.8,3.2,25.0,2.362,5.48,0.52,,10.0,3.6,7.1000000000000005,22.0,0.05,23.6,62.0,10.200000000000001,74.8,39.86,99.8,92.0,66.0,5.099,,,,86.44500000000001,47.550000000000004,97.86500000000001,,,,,,,63.4,100.84700000000001,80.367,26.67,,,99.108,86.004,41.6,13.888,9.342,,,100.0,88.65,1.0070000000000001,,1.3800000000000001,4.465,72.20400000000001,4.34,0.434,,,64.782,101.01,2.763,16.4,0.47000000000000003,0.771,,,,,40.93,,,19.149,99.0,45.821,,1.563,11.1,61.977000000000004,5.913,24.935000000000002,3.535,,6.237,0.989,15.276,,99.288,42.27,,20.603,0.023,98.852,98.628,0.9440000000000001,0.0,1.098,1.5,8.767,58.423,3.919,100.0,43.0,,0.625,35.11,,8.11,,32.771,55.569,,
Israel,0.24,0.62,16.9,2.5,2.58,0.7,26.1,2.406,3.568,0.87,,3.0,1.9000000000000001,3.7,4.0,0.05,9.6,15.0,4.2,82.3,9.607,,98.0,82.0,6.9270000000000005,2.65,8.700000000000001,16.9,96.959,96.959,,99.08800000000001,48.028,465.0,13.553,33.1,15.955,71.10000000000001,100.0,85.836,25.0,21.8,,100.0,100.0,122.4,81.699,17.785,99.382,93.673,100.0,100.0,1.004,2.61,-0.057,3.862,92.815,3.861,0.67,68.94200000000001,13.346,83.733,113.345,3.329,48.917,1.46,4.5760000000000005,,59.43,39.49,,43.206,1.3800000000000001,20.6,21.381,99.0,57.416000000000004,,1.8940000000000001,14.1,113.783,7.962,60.5,6.238,1.434,8.164,1.358,17.548000000000002,28.77,,30.22,,52.263,0.031,20.893,26.129,0.758,0.005,2.1470000000000002,1.4000000000000001,26.95,75.149,5.4430000000000005,100.0,60.0,0.0,10.167,30.8,232.216,10.421,0.12,,0.0,58.675000000000004,2.399
Thailand,0.0,0.01,,7.8,10.5,5.4,10.0,2.198,3.24,0.875,,37.0,5.0,9.1,153.0,0.09,14.5,61.0,32.7,75.5,44.908,99.10000000000001,96.0,80.0,6.022,,,,98.083,78.351,98.137,,,,,,,89.2,93.75,77.965,15.75,,,99.931,98.751,23.0,1.989,3.874,,,100.0,74.43,1.379,,0.078,8.885,81.59400000000001,0.754,0.34800000000000003,,,56.817,104.667,3.138,29.567,0.18,0.781,,,,,40.894,,,26.257,86.769,75.72,,2.129,7.4,28.397000000000002,3.321,23.831,1.7670000000000001,,4.609,0.582,1.726,,60.436,60.18,55.595,17.702,0.055,71.28,43.585,0.791,0.20600000000000002,1.0150000000000001,3.2,17.2,63.898,4.3260000000000005,99.5,36.0,8.3,0.003,44.1,,6.825,,19.518,0.0,,
Moldova,0.03,0.34,,,6.4,1.9000000000000001,18.900000000000002,2.357,3.6390000000000002,0.602,,19.0,11.9,15.8,86.0,0.25,24.900000000000002,78.0,9.700000000000001,71.5,22.415,99.7,93.0,69.0,5.803,,,,86.31400000000001,85.102,99.811,,,,,,,60.4,100.87,84.613,24.75,,,89.056,76.308,15.8,8.964,0.291,,,100.0,92.19,1.607,,-0.619,5.509,43.786,5.473,0.011,,,76.125,53.509,2.02,0.0,0.052000000000000005,0.302,,,,,31.385,,,16.251,90.938,58.956,,6.332,1.8,9.712,0.3,2.2,0.074,,1.345,0.011,0.0,,,,,,0.002,23.608,10.769,0.969,0.0,0.013000000000000001,3.2,17.5,66.133,3.8850000000000002,99.60000000000001,32.0,16.3,0.0,31.21,,9.99,,27.742,0.0,,
Greece,1.41,2.42,12.6,2.5,2.58,0.7,24.900000000000002,2.382,3.7640000000000002,0.638,51.665,3.0,2.6,4.5,4.5,,12.4,28.0,9.200000000000001,81.2,7.223,,97.0,75.0,5.409,2.4,6.5,27.3,97.479,97.479,99.16,92.744,42.822,453.333,10.93,31.736,19.532,62.0,95.37,74.818,20.67,4.5,164.4,100.0,98.983,19.3,81.664,34.796,100.0,90.391,100.0,94.29,1.2,12.97,-1.293,7.914000000000001,85.467,17.238,1.2730000000000001,56.5,21.455000000000002,72.952,81.383,3.172,37.383,1.037,1.1440000000000001,8.614,1.306,36.86,,45.137,1.2,7.2,16.218,99.0,57.028,19.659,1.704,17.5,102.473,9.472,50.556000000000004,12.933,1.139,6.074,1.604,5.064,22.59,86.433,58.54,48.546,21.752,0.185,85.797,87.236,0.848,0.001,2.902,0.7000000000000001,31.1,57.491,4.001,100.0,48.0,0.0,0.28600000000000003,29.080000000000002,89.70400000000001,8.881,0.16,,39.057,51.475,1.718
Luxembourg,0.07,0.1,12.200000000000001,2.5,2.58,0.7,22.6,2.331,5.34,0.737,64.993,5.0,1.4000000000000001,2.4,8.0,0.09,10.0,12.0,6.3,82.4,4.727,99.9,99.0,83.0,7.404,,10.6,14.5,96.37,96.37,,98.186,54.78,476.66700000000003,20.857,26.766000000000002,24.515,,93.651,85.542,30.0,3.4,118.5,99.89,97.601,3.6,98.5,156.018,99.72500000000001,96.637,100.0,100.0,22.536,7.46,0.494,1.485,98.768,5.363,6.431,67.9,8.388,97.061,94.002,3.6310000000000002,51.9,1.438,1.254,6.6530000000000005,48.177,7.683,18.31,34.774,1.22,10.9,10.365,99.0,78.782,16.867,1.816,20.900000000000002,225.85500000000002,81.21000000000001,99.48700000000001,67.578,0.837,15.137,15.671000000000001,0.0,6.28,,,,,0.652,83.297,37.131,0.987,0.036000000000000004,7.877,0.3,45.9,86.551,6.094,100.0,80.0,0.0,0.0,15.66,111.492,9.034,1.0,,72.436,55.45,-50.118
Uruguay,0.01,0.11,,2.5,10.700000000000001,1.3,27.900000000000002,2.375,4.252,0.47200000000000003,,17.0,4.5,7.6000000000000005,33.0,0.26,16.7,18.0,13.4,77.10000000000001,58.727000000000004,99.9,91.0,80.0,6.372,,,,99.378,74.289,98.88,,,,,,,89.5,107.143,75.769,21.21,,,99.402,96.596,9.8,2.15,5.812,,,100.0,97.97,0.434,,-1.435,1.034,63.868,8.731,0.48,,,74.767,123.85000000000001,2.433,12.0,0.247,0.40800000000000003,,,,,42.931,,,9.275,99.0,60.708,,1.044,10.8,124.49300000000001,5.909,101.20400000000001,6.602,,2.494,1.053,0.0,,52.454,58.29,36.27,46.814,0.049,20.801000000000002,2.316,0.8320000000000001,0.083,0.655,8.2,69.7,39.505,5.085,99.8,71.0,7.9,0.0,16.06,,11.255,,,0.0,,
Ecuador,2.67,10.1,,7.9,23.900000000000002,1.6,19.900000000000002,2.328,3.414,0.998,,59.0,7.2,14.200000000000001,44.0,0.13,13.0,25.0,21.3,76.5,79.261,96.7,83.0,77.0,5.809,,,,90.94200000000001,97.762,99.255,,,,,,,79.4,97.802,69.31400000000001,39.42,,,93.995,87.989,6.8,0.0,1.616,,,100.0,95.58,1.199,,-4.93,2.431,51.246,3.968,0.127,,,57.272,54.686,2.722,13.6,0.125,0.443,,,,,46.39,,,14.886000000000001,97.94500000000001,71.928,,1.348,5.5,24.154,1.87,22.637,1.4000000000000001,,2.1510000000000002,0.338,0.012,,76.909,68.46000000000001,29.173000000000002,5.921,0.026000000000000002,29.671,70.938,0.674,0.11,0.308,5.8,33.767,45.308,3.678,82.10000000000001,38.0,4.9,0.012,31.88,,9.24,,,0.0,,
Ukraine,0.06,0.2,,3.5,22.900000000000002,8.2,24.1,2.279,4.316,0.385,,19.0,5.2,8.700000000000001,80.0,0.28,24.7,71.0,13.700000000000001,72.5,23.711000000000002,99.9,50.0,68.0,4.702,,,,91.665,94.377,99.97,,,,,,,68.0,100.0,74.19800000000001,20.8,,,93.791,96.224,12.8,14.127,6.152,,,100.0,95.73,1.176,,-1.329,6.412,62.902,8.882,0.171,,,62.553000000000004,47.156,2.221,19.333000000000002,0.23500000000000001,0.449,,,,,27.967000000000002,,,20.31,81.517,53.099000000000004,,1.368,6.5,32.348,2.928,23.483,1.572,,3.866,0.486,24.69,,47.870000000000005,58.870000000000005,21.45,89.989,0.007,23.832,17.536,0.9460000000000001,0.001,0.308,6.2,33.8,52.622,3.319,99.8,30.0,2.4,0.646,32.46,,7.863,,32.149,0.0,,
China,0.2,1.96,,8.6,8.1,1.9000000000000001,6.2,2.189,6.029,0.6920000000000001,,29.0,4.3,8.6,61.0,,17.0,113.0,18.2,76.4,7.635,99.9,99.0,79.0,5.131,,,,,99.515,99.784,,,,,,,96.60000000000001,90.361,80.388,24.94,,,92.846,84.761,43.4,9.36,2.261,,,100.0,59.26,2.962,,2.603,2.766,80.229,4.32,0.084,,,54.300000000000004,93.456,3.753,76.3,0.37,2.129,,,,,41.232,,,52.665,92.22200000000001,78.572,,0.687,5.2,30.02,0.658,23.121000000000002,0.66,,6.488,0.10400000000000001,16.378,,21.654,35.03,8.78,60.002,0.043000000000000003,37.772,34.37,0.739,0.008,0.6,0.6,,86.372,4.5760000000000005,,41.0,,0.113,78.92,,,,15.764000000000001,58.301,,
Vietnam,0.63,3.54,,9.3,24.6,6.4,2.1,2.218,5.434,0.622,,43.0,10.6,20.7,182.0,0.06,17.1,64.0,26.400000000000002,76.3,30.929000000000002,93.8,75.0,75.0,5.4670000000000005,,,,97.965,97.663,98.408,,,,,,,69.60000000000001,92.941,88.133,26.72,,,94.71900000000001,83.515,18.1,0.3,1.1520000000000001,,,100.0,66.92,1.104,,0.759,4.5040000000000004,30.796,2.013,0.134,,,70.35000000000001,71.894,3.005,22.267,0.045,0.527,,,,,35.621,,,29.627,81.001,71.687,,0.757,1.5,11.698,1.059,14.191,0.649,,1.797,0.165,45.723,,44.205,45.230000000000004,1.56,64.017,0.005,41.064,37.673,0.728,1.099,0.138,1.5,12.5,66.148,3.985,96.10000000000001,37.0,16.4,0.0,74.93,,7.029,,21.506,0.0,,
Bosnia and Herzegovina,0.07,0.23,,2.5,8.9,2.3000000000000003,17.900000000000002,2.258,3.732,1.0030000000000001,,10.0,4.1,5.8,25.0,0.01,17.8,80.0,15.700000000000001,77.3,9.642,99.9,68.0,61.0,5.8870000000000005,,,,,,99.662,,,,,,,21.900000000000002,78.899,60.766,21.43,,,96.142,95.36,2.7,1.127,2.8930000000000002,,,100.0,63.38,1.423,,1.043,3.422,58.843,18.425,0.14100000000000001,,,70.12,55.381,2.4210000000000003,7.0,0.212,0.2,,,,,34.147,,,27.748,97.645,49.418,,2.024,6.5,73.795,3.314,16.997,1.494,,6.654,0.4,90.07300000000001,,,40.59,,,0.0,18.182,66.667,0.905,0.001,0.548,1.2,15.4,67.095,3.25,99.5,36.0,5.3,0.0,29.02,,,,38.94,0.0,,
Argentina,0.71,2.88,,4.6000000000000005,8.2,1.2,28.3,2.4050000000000002,5.405,0.318,,39.0,6.4,9.9,27.0,0.15,15.8,27.0,14.0,76.9,62.782000000000004,99.60000000000001,86.0,76.0,6.086,,,,99.184,89.81700000000001,99.506,,,,,,,81.4,101.905,67.155,40.86,,,99.078,94.259,10.5,5.924,2.711,,,100.0,98.4,1.325,,-4.829,1.2610000000000001,48.708,9.789,0.28200000000000003,,,74.295,80.652,2.774,16.4,0.199,0.533,,,,,46.673,,,13.312000000000001,97.979,63.547000000000004,,1.195,8.4,22.189,3.822,46.553000000000004,2.427,,4.575,0.679,3.871,,35.261,81.93,74.02,60.504,0.036000000000000004,32.405,39.643,0.86,0.437,0.531,5.2,46.300000000000004,44.242000000000004,3.751,99.5,45.0,4.4,0.0,28.3,,11.164,,19.365000000000002,0.0,,
Kyrgyz Republic,0.8200000000000001,15.56,,7.1000000000000005,12.9,2.8000000000000003,16.6,2.313,3.094,0.639,,60.0,13.200000000000001,18.900000000000002,116.0,0.09,24.900000000000002,111.0,15.4,71.4,32.763,98.4,94.0,70.0,5.6850000000000005,,,,89.858,95.108,99.75,,,,,,,66.2,101.852,63.008,19.17,,,87.456,96.507,50.0,0.224,6.849,,,100.0,81.25,0.583,,-3.598,4.109,39.942,6.33,0.123,,,38.0,94.03,2.375,0.0,0.022,0.109,,,,,32.838,,,22.738,97.812,66.725,,1.368,1.2,67.304,2.415,18.917,0.8240000000000001,,1.4020000000000001,0.45,114.453,,,,,,0.003,26.663,36.662,0.984,0.0,0.039,4.2,16.533,62.312000000000005,3.5380000000000003,98.9,30.0,25.8,0.073,29.92,,9.177,,28.621000000000002,0.0,,
Brazil,4.24,11.05,,2.5,7.1000000000000005,1.6,22.1,2.366,5.2090000000000005,0.504,,60.0,8.1,14.4,45.0,0.26,16.6,30.0,19.7,75.10000000000001,59.111000000000004,99.2,83.0,79.0,6.4510000000000005,,,,96.299,71.75,99.20400000000001,,,,,,,89.0,106.57900000000001,72.56400000000001,14.620000000000001,,,98.193,88.294,3.0,49.302,2.099,,,100.0,95.59,0.74,,-4.7250000000000005,1.792,70.044,12.083,0.125,,,70.434,88.113,2.927,39.067,0.28700000000000003,1.266,,,,,54.193,,,12.707,99.0,50.32,,1.199,7.4,11.363,1.385,53.509,1.21,,2.122,0.23500000000000001,2.324,,65.194,60.15,31.59,17.491,0.031,42.172000000000004,12.515,0.901,0.5650000000000001,0.333,30.5,37.2,40.205,3.9330000000000003,96.4,35.0,6.6000000000000005,0.028,32.79,,10.043000000000001,,27.182000000000002,0.0,,
