Country,sdg1_wpc,sdg1_320pov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_trophic,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_earlyedu,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_science,sdg4_resil,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg5_unpaid,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_wastewat,sdg6_scarcew,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_ren,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_impacc,sdg8_empop,sdg8_yneet,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_qs,sdg9_articles,sdg9_rdex,sdg9_rdres,sdg9_patents,sdg9_netacc,sdg9_womensci,sdg10_adjgini,sdg10_palma,sdg10_elder,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg11_rentover,sdg12_msw,sdg12_ewaste,sdg12_so2prod,sdg12_so2import,sdg12_prodnitro,sdg12_reacnitro,sdg12_mswrecycl,sdg13_co2pc,sdg13_co2import,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg14_biomar,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_detain,sdg16_safe,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy,sdg17_sprofit
India,2.3000000000000003,24.61,,14.5,38.4,21.0,3.9,2.236,3.161,0.888,,145.0,22.7,36.6,199.0,,23.3,184.0,22.6,68.8,13.177,81.4,89.0,55.0,3.818,,,,92.257,84.999,91.664,,,,,,,67.2,57.317,29.8,14.36,,,92.675,59.543,66.5,2.246,2.868,,,92.619,41.04,1.5030000000000001,,1.43,6.103,79.875,5.355,0.117,,,34.45,37.496,2.9050000000000002,44.9,0.1,0.62,,,,,43.223,,,90.873,67.872,71.94,,1.0010000000000001,1.5,7.049,0.379,13.162,0.551,,1.7630000000000001,0.07100000000000001,1.572,,37.721000000000004,29.52,12.003,10.203,0.005,25.659,15.117,0.674,0.039,0.131,3.2,67.7,69.303,4.414,79.7,41.0,11.8,0.004,45.67,,4.71,,12.862,0.0,,
"Venezuela, RB",36.58,59.730000000000004,,21.2,13.4,4.1,25.6,2.313,3.138,1.0110000000000001,,125.0,15.1,24.5,48.0,,18.1,35.0,33.7,74.10000000000001,85.337,96.2,60.0,74.0,5.081,,,,87.392,75.234,98.76,,,,,,,81.4,107.0,62.126000000000005,22.16,,,95.724,93.935,7.5,6.426,1.9080000000000001,,,100.0,96.16,1.095,,,5.583,73.495,8.801,0.138,,,72.0,54.529,2.097,16.4,0.022,0.11900000000000001,,,,,55.329,,,17.009,,22.575,,0.9380000000000001,8.2,32.779,1.833,27.642,1.655,,5.306,0.261,,,48.717,62.01,80.12,5.094,0.047,66.465,85.789,0.8230000000000001,0.136,0.777,56.300000000000004,63.0,29.418,1.588,81.3,16.0,7.7,0.0,49.1,,8.896,,,0.0,,
Namibia,19.57,31.240000000000002,,27.3,23.1,7.1000000000000005,17.2,2.215,0.436,1.151,,195.0,15.6,39.6,524.0,2.82,21.3,145.0,30.400000000000002,63.7,63.627,88.2,82.0,62.0,4.436,,,,97.489,69.761,95.165,,,,,,,80.4,110.60600000000001,85.656,43.27,,,82.541,34.504,0.9,6.25,5.3790000000000004,,,52.501,42.2,2.456,,-6.015000000000001,3.331,80.633,20.273,0.646,,,51.0,73.384,2.7640000000000002,0.0,0.064,0.34,,,,,64.239,,,25.359,97.507,48.566,,,6.0,106.205,10.223,42.565,4.099,,1.577,1.166,0.0,,91.257,83.24,12.34,88.051,0.276,83.533,85.355,0.966,0.302,1.335,17.1,3.2,39.458,5.039,77.4,52.0,,0.0,18.95,,8.354000000000001,,31.639,0.0,,
Guatemala,6.87,20.36,,15.200000000000001,46.5,0.7000000000000001,21.2,2.221,2.172,0.987,,95.0,12.3,26.2,26.0,0.14,14.9,74.0,16.6,73.2,70.93,65.5,86.0,55.0,6.2620000000000005,,,,86.886,56.404,94.354,,,,,,,66.1,98.462,48.259,19.38,,,94.191,65.063,5.7,6.8,1.429,,,93.288,45.230000000000004,1.254,,-3.575,2.922,44.107,2.459,0.12,,,65.0,16.453,2.196,0.0,0.006,0.03,,,,,55.344,,,24.071,92.144,72.54,,0.858,4.0,14.202,1.641,10.898,1.359,,0.881,0.22,0.0,,39.251,31.93,15.0,30.873,0.074,29.57,24.816,0.719,0.73,0.487,26.1,51.800000000000004,56.34,4.183,96.4,26.0,25.8,0.0,35.94,,4.999,,11.006,0.0,,
Botswana,16.06,31.32,,26.400000000000002,31.400000000000002,7.2,18.900000000000002,2.305,0.401,1.301,,144.0,24.5,36.5,275.0,4.36,20.3,101.0,23.8,66.1,46.061,99.7,95.0,61.0,3.461,,,,87.657,98.003,97.456,,,,,,,78.2,96.842,84.372,10.77,,,90.33800000000001,77.269,2.1,0.9500000000000001,6.835,,,62.825,64.08,2.716,,-1.597,3.4330000000000003,51.032000000000004,18.193,0.781,,,47.0,77.596,2.955,0.0,0.124,0.537,,,,,61.292,,,23.094,96.764,62.231,,0.357,7.6000000000000005,108.0,12.402000000000001,55.635,5.259,,3.465,1.463,45.134,,,,,,0.48,51.11,45.959,0.979,0.01,2.509,15.0,25.400000000000002,34.448,4.914,87.5,61.0,9.0,0.0,25.09,,14.118,,26.751,55.258,,
Vanuatu,10.57,33.58,,7.2,28.5,4.4,25.2,2.1710000000000003,0.615,0.89,,72.0,11.5,26.400000000000002,46.0,,23.3,136.0,15.9,72.0,49.437,89.4,75.0,48.0,,,,,79.84100000000001,53.261,96.282,,,,,,,50.7,,77.19500000000001,0.0,,,91.257,34.067,,0.036000000000000004,5.061,,,62.784,12.57,,,-4.916,,,4.385,0.353,,,25.72,65.071,,0.0,0.022,,,,,,37.603,,,11.653,78.468,,,2.698,1.0,407.717,6.497,23.949,2.589,,0.662,0.301,0.0,,4.666,61.86,34.39,1.02,0.017,6.3870000000000005,,0.658,0.048,0.28400000000000003,2.1,22.400000000000002,,,43.4,46.0,15.200000000000001,0.0,,,7.569,,30.288,0.0,,
Kenya,15.92,41.79,,29.400000000000002,26.0,4.0,7.1000000000000005,2.235,1.474,0.87,,342.0,19.6,41.1,292.0,1.02,13.4,78.0,27.8,66.7,75.078,61.800000000000004,89.0,55.0,4.619,,,,79.968,79.20100000000001,87.83,,,,,,,76.0,83.333,92.049,21.78,,,58.916000000000004,29.051000000000002,33.2,0.49,2.206,,,63.811,13.42,1.608,,-2.731,6.937,81.568,2.642,0.539,,,17.827,41.919000000000004,2.5540000000000003,25.2,0.024,0.786,,,,,48.457,,,28.578,61.727000000000004,60.626000000000005,,1.113,0.8,7.402,0.898,26.793,2.326,,0.257,0.145,0.0,,60.24,46.86,44.92,7.998,0.011,35.08,34.391,0.795,0.23500000000000001,0.686,5.0,38.800000000000004,57.529,4.365,66.9,28.0,25.900000000000002,0.0,32.44,,7.009,,22.026,50.831,,
Guyana,2.5,4.47,,8.1,12.0,6.4,20.2,2.222,3.62,0.714,,169.0,18.2,30.1,83.0,0.51,30.5,108.0,24.6,66.2,74.382,85.7,95.0,72.0,5.993,,,,93.09,79.084,96.69,,,,,,,51.5,111.25,56.21,31.88,,,95.54,85.763,3.3000000000000003,0.0,101.553,,,90.865,74.48,,,-1.895,2.586,,11.852,20.116,,,37.326,26.385,2.089,0.0,0.018000000000000002,,,,,,,,,22.376,86.806,71.774,,2.36,6.1000000000000005,438.245,134.302,234.217,166.89000000000001,,2.748,36.737,0.0,,,74.82000000000001,35.43,54.757,5.375,,,0.923,0.044,47.195,14.8,32.067,46.691,,88.7,40.0,18.3,0.0,26.63,,8.562,,,0.0,,
Zimbabwe,,,,51.300000000000004,26.8,3.2,15.5,2.172,0.616,1.004,,458.0,20.900000000000002,46.2,210.0,2.79,19.3,133.0,34.7,61.4,86.135,78.10000000000001,88.0,54.0,2.694,,,,94.149,71.128,90.428,,,,,,,84.8,84.444,88.415,31.85,,,64.051,36.221000000000004,33.5,0.0,0.934,,,40.421,29.05,1.329,,-3.8000000000000003,6.67,55.285000000000004,4.954,0.045,,,27.055,51.668,1.833,0.0,0.025,,,,,,43.134,,,22.252,74.423,27.619,,0.729,0.9,3.948,1.53,5.667,0.296,,0.892,0.156,13.127,,,,,,0.024,85.876,79.027,0.789,0.32,0.265,6.7,17.1,45.087,2.839,38.2,24.0,,0.0,42.230000000000004,,9.174,,16.855,0.0,,
Syrian Arab Republic,,,,,27.5,11.5,27.8,2.245,1.622,0.706,,31.0,8.8,16.7,19.0,0.01,21.8,75.0,26.5,63.800000000000004,38.592,96.2,47.0,60.0,3.462,,,,67.965,53.811,92.45400000000001,,,,,,,53.300000000000004,82.143,16.827,12.4,,,97.217,91.223,126.0,48.0,1.865,,,89.639,99.02,1.338,,,,23.253,8.370000000000001,0.079,,,34.253,16.504,2.5140000000000002,0.0,0.016,0.012,,,,,46.467,,,43.757,74.715,15.275,,1.245,,24.899,1.02,10.404,0.462,,2.556,0.192,,,0.0,37.63,,22.015,0.001,0.879,3.164,0.9430000000000001,0.156,0.116,2.2,50.5,32.239,,96.0,13.0,4.0,0.0,71.78,,6.721,,,0.0,,
Senegal,27.18,52.9,,11.3,17.0,7.2,8.8,2.138,1.2750000000000001,0.889,,315.0,20.6,43.6,118.0,0.08,18.1,161.0,23.400000000000002,66.8,72.72500000000001,68.4,81.0,45.0,5.489,,,,75.382,37.449,69.478,,,,,,,50.9,40.909,60.267,43.03,,,80.678,51.474000000000004,11.8,0.5,0.9440000000000001,,,61.7,31.650000000000002,1.857,,-2.0420000000000003,2.868,42.344,6.604,0.062,,,46.0,42.124,2.224,0.0,0.024,0.752,,,,,47.849000000000004,,,40.696,86.218,48.81,,0.874,1.0,13.173,0.506,14.018,0.461,,0.47700000000000004,0.075,0.0,,31.462,46.56,26.47,15.192,0.016,42.963,,0.9420000000000001,0.316,0.075,7.4,42.1,48.606,4.257,77.4,45.0,23.0,0.0,25.810000000000002,,7.019,,19.198,0.0,,
Cote d'Ivoire,18.26,40.82,,19.0,21.6,6.0,10.3,2.078,2.148,0.923,,617.0,33.5,80.9,142.0,0.7000000000000001,29.1,269.0,23.6,54.6,117.62700000000001,73.60000000000001,71.0,47.0,5.392,,,,90.328,49.358000000000004,58.42,,,,,,,39.4,65.07900000000001,73.386,11.370000000000001,,,72.869,32.135,5.1000000000000005,0.6,0.41500000000000004,,,65.636,18.23,1.051,,-0.709,5.915,41.331,3.317,0.041,,,46.824,53.564,2.887,0.0,0.01,0.093,,,,,47.019,,,25.886,62.403,47.574,,0.962,0.9,5.745,0.28500000000000003,4.222,0.324,,0.47500000000000003,0.043000000000000003,0.001,,,40.72,25.76,4.267,0.001,71.211,75.552,0.888,1.052,0.012,11.6,34.7,45.533,3.944,71.7,35.0,26.400000000000002,0.004,29.52,,6.529,,16.456,0.0,,
"Gambia, The",6.55,29.05,,10.200000000000001,25.0,11.1,10.3,2.2640000000000002,0.848,0.864,,597.0,26.3,58.4,174.0,1.06,20.400000000000002,237.0,29.7,61.9,78.185,57.2,91.0,44.0,5.164,,,,76.816,59.209,67.161,,,,,,,26.7,69.767,76.58800000000001,8.620000000000001,,,77.992,39.231,2.0,0.013000000000000001,0.595,,,56.2,3.3000000000000003,,,-4.96,5.799,,9.056000000000001,0.054,,,19.836000000000002,36.762,1.819,0.0,0.015,0.133,,,,,35.903,,,33.983000000000004,83.914,42.735,,0.4,1.1,62.492000000000004,0.545,13.484,0.329,,0.281,0.047,0.0,,54.387,50.11,,1.353,0.0,34.587,,0.981,0.171,0.015,9.1,24.05,44.478,4.462,57.9,37.0,19.2,0.0,31.35,,2.882,,10.083,47.991,,
Mauritania,3.19,16.91,,10.4,27.900000000000002,14.8,12.700000000000001,2.318,1.371,0.897,,766.0,33.5,75.7,93.0,0.03,18.1,169.0,24.7,63.9,71.049,69.3,78.0,41.0,4.1530000000000005,,,,79.574,41.852000000000004,63.948,,,,,,,30.400000000000002,67.273,46.253,20.26,,,70.696,48.435,13.200000000000001,0.0,1.629,,,42.912,46.56,,,-5.631,21.429000000000002,20.873,9.548,0.108,,,20.801000000000002,52.944,2.263,0.0,0.005,,,,,,32.607,,,47.423,65.53,42.469,,0.51,1.3,33.018,1.808,36.944,0.704,,0.724,0.128,,,64.419,60.84,15.56,23.047,0.057,14.624,,0.977,0.0,0.051000000000000004,9.9,41.0,50.61,2.244,65.6,28.0,37.6,0.0,31.650000000000002,,4.1850000000000005,,,0.0,,
Tanzania,38.59,70.64,,30.7,34.4,4.5,8.4,2.104,1.544,0.787,,524.0,21.3,53.0,253.0,1.41,17.900000000000002,139.0,29.2,63.9,118.385,63.7,98.0,43.0,3.64,,,,81.32900000000001,29.57,85.755,,,,,,,54.0,87.5,90.909,36.9,,,56.726,29.913,13.0,1.44,0.621,,,32.813,2.16,1.33,,-2.961,6.24,46.752,1.98,0.07200000000000001,,,25.0,9.1,2.8120000000000003,16.4,0.011,0.529,,,,,43.046,,,29.077,58.776,62.856,,1.2730000000000001,0.8,2.835,0.32,10.574,0.358,,0.196,0.043000000000000003,1.928,,55.697,50.52,16.96,2.7720000000000002,0.002,63.954,43.128,0.683,0.329,0.025,6.2,48.550000000000004,70.686,4.194,26.400000000000002,37.0,28.8,0.0,36.28,,4.628,,13.667,46.084,,
Rwanda,45.87,72.93,,36.800000000000004,37.9,2.2,5.8,2.062,1.282,0.761,,248.0,15.9,35.300000000000004,59.0,0.29,18.2,121.0,29.7,68.0,39.114000000000004,90.7,97.0,57.0,3.2680000000000002,,,,94.79,36.795,86.493,,,,,,,62.9,79.592,100.828,61.25,,,57.713,66.574,1.4000000000000001,0.0,0.63,,,34.1,0.5700000000000001,,,-2.499,11.556000000000001,50.02,1.03,0.11,,,21.768,39.011,2.755,0.0,0.014,0.0,,,,,50.097,,,43.21,74.953,47.154,,5.5840000000000005,0.5,13.251,0.718,9.849,0.42,,0.07200000000000001,0.046,0.0,,,,,,0.023,46.517,49.956,0.848,0.56,0.278,2.5,6.8,80.271,4.966,56.0,53.0,28.5,0.0,52.43,,5.83,,20.037,0.0,,
Cameroon,19.46,36.94,,9.9,31.7,5.2,11.4,2.082,1.665,0.811,,529.0,26.6,76.10000000000001,186.0,1.02,21.6,208.0,30.1,58.1,105.8,64.7,71.0,46.0,4.937,,,,92.874,47.173,85.08,,,,,,,47.0,61.538000000000004,87.402,33.89,,,60.385,39.076,1.4000000000000001,0.0,0.452,,,61.402,23.04,0.739,,-4.393,6.867,34.591,3.38,0.029,,,23.203,14.030000000000001,2.572,0.0,0.035,,,,,,47.654,,,72.793,60.806000000000004,45.884,,0.644,0.8,7.216,0.328,10.901,0.313,,0.47200000000000003,0.047,0.001,,,36.12,,7.944,0.002,35.326,54.537,0.836,0.226,0.017,1.4000000000000001,54.65,43.599000000000004,3.9330000000000003,66.1,25.0,47.0,0.0,43.32,,3.2800000000000002,,15.149000000000001,0.0,,
Pakistan,0.86,20.7,,20.3,45.0,10.5,8.6,2.45,3.1710000000000003,0.887,,140.0,42.0,69.3,265.0,0.11,24.7,174.0,14.3,66.5,38.802,69.3,75.0,45.0,5.472,,,,67.575,48.189,74.526,,,,,,,48.5,58.462,29.57,20.18,,,91.465,59.869,112.5,0.1,0.33,,,70.79,43.32,1.455,,-1.7750000000000001,,21.293,4.453,0.023,,,15.51,29.187,2.197,32.5,0.061,0.23600000000000002,,,,,43.042,,,58.282000000000004,51.256,60.18,,1.145,1.6,5.463,0.219,15.112,0.12,,0.895,0.035,0.004,,39.281,45.52,40.25,23.914,0.0,36.645,36.955,0.854,0.002,0.04,4.2,69.10000000000001,68.45700000000001,4.053,42.2,32.0,,0.001,45.83,,3.771,,14.377,0.0,,
"Congo, Rep.",67.01,85.76,,40.300000000000004,21.2,8.2,9.6,2.1710000000000003,0.8290000000000001,0.896,,378.0,20.3,50.1,375.0,1.03,16.7,131.0,27.400000000000002,64.3,112.229,94.4,75.0,39.0,5.213,,,,87.883,50.101,82.055,,,,,,,43.2,81.333,93.529,11.26,,,73.218,20.173000000000002,0.03,0.28400000000000003,1.647,,,66.215,24.13,0.863,,-9.147,8.027000000000001,26.093,9.472,0.163,,,8.65,6.046,2.066,0.0,0.013000000000000001,,,,,,51.982,,,46.638,72.815,53.204,,,3.0,23.659,1.415,7.82,1.1480000000000001,,0.505,0.14400000000000002,0.02,,,49.11,,8.037,0.031,74.33,99.999,0.983,0.14100000000000001,0.298,9.3,60.0,44.763,,95.9,19.0,23.3,0.0,36.04,,6.117,,23.336000000000002,0.0,,
Ethiopia,25.34,59.26,,20.6,38.4,9.9,4.5,2.107,2.5380000000000003,0.661,,401.0,28.1,55.2,151.0,0.24,18.3,144.0,26.7,65.5,66.727,27.7,61.0,39.0,4.1,,,,84.623,29.465,72.755,,,,,,,62.300000000000004,41.026,85.97500000000001,38.76,,,41.06,7.316,32.3,0.0,0.384,,,44.300000000000004,3.5100000000000002,0.9500000000000001,,-1.1,6.15,34.828,2.081,0.027,,,18.618000000000002,13.899000000000001,2.118,0.0,0.018000000000000002,0.605,,,,,34.974000000000004,,,38.979,87.17,39.928000000000004,,0.802,0.5,0.461,0.197,2.866,0.135,,0.092,0.028,0.0,,,,,,0.001,18.627,16.18,0.842,0.092,0.013000000000000001,7.6000000000000005,14.6,53.655,3.269,2.7,37.0,27.400000000000002,0.0,35.11,,5.763,,8.964,0.0,,
